Name,Height (cm),Grade,Gender,Resident Number,Weight (kg)
Student_846,165.73099125763207,6,Female,880601-1797336,60.516950068908784
Student_847,186.52023047760554,12,Male,910116-1499794,89.31992224630359
Student_848,158.9611440342815,12,Male,831126-2782946,58.03132889841134
Student_849,181.39168345437355,6,Male,931214-1978512,83.61873678830295
Student_850,171.02634339880436,2,Male,930228-1083192,86.54141599613729
Student_851,174.11180440016994,8,Female,800812-2354648,81.42108354543157
Student_852,183.25257340275436,12,Male,950919-2336135,61.961102468003176
Student_853,154.95251653973068,6,Female,841212-1913554,46.67346204340157
Student_854,173.14502308236027,3,Female,890426-2553759,89.9394885816701
Student_855,189.42941199945608,1,Male,960618-2970769,53.11684144125379
Student_856,188.21360232215042,2,Male,960305-1132562,67.95572211177162
Student_857,174.341505100965,1,Male,870807-1771849,60.46440762839583
Student_858,183.0412813185482,2,Female,840902-1236246,52.57030235403131
Student_859,185.89066530292004,1,Female,961002-1679337,80.70219200492826
Student_860,167.0031135441625,7,Male,950702-1930397,79.69386469273846
Student_861,183.6454983755135,11,Female,921215-2949809,52.50643972344885
Student_862,180.4091788192007,7,Female,890306-1685083,86.33563860358515
Student_863,163.3290963057878,7,Male,840410-1440994,74.20743360932802
Student_864,180.82299952358454,12,Male,961214-2261910,54.34027533135105
Student_865,183.19027523483737,4,Male,880208-1922948,54.35757410654409
Student_866,168.19388201740213,9,Female,870211-1453052,67.39106541829099
Student_867,158.73980000856722,4,Male,800920-2347321,65.66507928629245
Student_868,165.2581495646341,5,Male,801114-1651581,74.58154183101225
Student_869,183.47291111475778,9,Male,900922-2429196,60.70622123310567
Student_870,155.22609263847895,8,Male,960203-1844681,83.42332633448561
Student_871,182.41325107322632,1,Female,821013-2703102,49.981092094131824
Student_872,165.82040923578916,4,Male,860805-2388089,67.8323700536037
Student_873,177.9538978967845,2,Female,841017-2506089,88.62329830486233
Student_874,152.2684996417807,11,Male,911003-1656309,82.08674948684084
Student_875,169.36303120978926,1,Female,910107-1247773,83.65475106192766
Student_876,169.9399715363187,9,Female,980115-2877791,75.83852112612554
Student_877,182.85043901548968,5,Male,990425-2517238,86.67820218276319
Student_878,178.4735552453864,9,Male,880822-1613857,70.89836092588854
Student_879,177.27950028744627,8,Male,921115-2688569,67.08441739238202
Student_880,154.21151841003245,6,Male,850520-2392055,70.96387017397895
Student_881,161.82060676487177,6,Male,980715-2945692,69.38071555790955
Student_882,153.02646733533481,3,Male,990915-2680092,84.0956747778504
Student_883,162.4952044763101,8,Female,800907-1149350,57.01710484677515
Student_884,167.39804630025645,6,Male,800824-1000796,67.2368051817137
Student_885,174.09089832107634,2,Male,831216-1599783,65.76268695120997
Student_886,186.5044558105449,10,Male,911211-2123314,60.36961824716009
Student_887,154.57814183407447,3,Male,840411-2159137,79.36795483398845
Student_888,170.29073816475133,1,Female,831015-1977288,70.16213150367521
Student_889,154.05443989625712,8,Male,871116-1510878,72.01463136331073
Student_890,154.79765562400036,7,Female,950911-1896151,58.154066558452854
Student_891,167.01261514839015,3,Female,830715-1176409,63.49993710827176
Student_892,186.01534692287805,2,Male,831205-1653439,58.72622047445741
Student_893,172.46947376804798,2,Female,970311-1556339,46.25915779667658
Student_894,179.96539181951047,2,Male,861101-2900547,74.07264833016302
Student_895,186.60753236325576,9,Male,880228-1515607,51.03590155460581
Student_896,163.99376346944823,4,Female,941202-1715378,63.727286517429334
Student_897,164.974906028327,2,Female,980709-2341096,71.34951993173402
Student_898,181.6675013195673,6,Female,871008-2041044,88.0148512256687
Student_899,174.5276904222973,4,Female,810306-1837456,65.93771016300022
Student_900,171.39940674890926,10,Female,890407-1109994,47.036643425799895
Student_901,173.61554572171036,3,Male,871224-1237099,64.24759071717193
Student_902,159.61135485636777,12,Male,890722-2002078,84.90419493392363
Student_903,154.54351865609223,3,Female,980201-1078654,54.81549643521514
Student_904,152.64194971631022,5,Male,931111-1864375,47.50239678218914
Student_905,180.81099628585258,11,Female,820708-1567359,86.77969317308785
Student_906,189.84069626134956,4,Male,851116-2772434,62.85849330527535
Student_907,170.03486159511755,9,Female,920307-2893910,61.949224006832964
Student_908,153.57011929560872,1,Female,870903-1964043,47.26550904676776
Student_909,173.75226073573694,6,Female,990116-1570624,53.600745445471986
Student_910,175.5662338727936,2,Male,940402-2551417,51.70964454942393
Student_911,189.06476823137226,9,Female,800223-1846364,80.78879008537436
Student_912,182.85310279940643,9,Female,861212-2331067,77.77332686058955
Student_913,160.51869966941751,1,Male,990506-1141575,76.81756991121216
Student_914,180.9995364581943,2,Female,960821-2510426,60.01455607333308
Student_915,172.0406615763271,4,Male,920922-2644768,59.26262884953409
Student_916,155.92537763280257,12,Female,980205-2861983,46.73101734938186
Student_917,170.47399222447737,6,Female,960703-2920505,84.63034157493804
Student_918,168.17998598168168,4,Male,830304-1700930,57.87088219025831
Student_919,187.17982588345407,12,Male,860620-2284820,63.08057118629878
Student_920,169.75260986541733,10,Male,830219-1607890,65.0954257346803
Student_921,168.34605899322278,7,Male,880704-2130102,64.27283704683853
Student_922,175.08622235587683,5,Male,960501-2025041,80.92656262190725
Student_923,157.69766026272637,6,Female,910804-1446750,63.797354944086834
Student_924,187.43053913267457,11,Male,820508-1364231,60.9520589868518
Student_925,168.94335874931983,4,Female,840920-1548470,66.98720472700018
Student_926,174.7669857826859,1,Male,830616-2448998,73.01315255327421
Student_927,176.63288746245377,11,Female,821209-2379650,85.49657222676791
Student_928,180.9895765016496,1,Male,991107-2990433,61.50215236073875
Student_929,184.18194949988714,7,Male,930603-2727542,72.2869663279265
Student_930,151.6649485692045,2,Female,801208-2491107,65.27342692560212
Student_931,174.2876489773569,6,Male,820222-2085493,80.09105498532568
Student_932,171.28783213660307,1,Female,970317-1545292,88.46694565199934
Student_933,189.58577725325125,3,Male,920124-2821951,59.974410909330636
Student_934,167.07958143485445,5,Female,901224-1013557,46.228525627830415
Student_935,164.42016291158444,12,Male,960616-1377098,66.70888129226569
Student_936,174.13055197338784,2,Male,980917-1335009,75.53885728629498
Student_937,173.6764126546492,11,Female,990520-1161073,74.50157140611458
Student_938,156.198585089099,11,Male,840323-1955245,49.933627105913224
Student_939,187.677013631193,5,Male,840607-1891984,66.80384625254902
Student_940,171.7588498857173,10,Female,800728-1363388,84.96020909377636
Student_941,183.1423849248298,10,Female,990817-2874472,56.66425210537211
Student_942,176.5246708079349,10,Male,970621-1223880,89.52028456483563
Student_943,177.53949831023436,4,Male,911027-2975508,55.41151275909114
Student_944,179.52777970247865,5,Male,931026-2336998,71.84672376199464
Student_945,176.59357463863608,8,Male,960706-1469697,83.48054313997561
Student_946,158.99184640303423,8,Female,921024-1929605,86.94957240613054
Student_947,156.23470030262158,4,Female,920516-2969968,58.105343030066756
Student_948,166.54164766912868,6,Male,980512-1596734,47.62425226009623
Student_949,171.99669795273,11,Male,830501-2439912,48.182376191555925
Student_950,186.57432038900077,11,Male,921026-1312917,85.9448519152964
Student_951,151.73207696176826,11,Male,900908-2970152,68.51447822814448
Student_952,159.1244972525677,12,Male,931020-2070481,53.114228501223785
Student_953,160.7506618578243,4,Female,981005-1008930,76.59987198623206
Student_954,166.93941207220698,1,Female,931217-1811510,86.75254490825513
Student_955,177.19943421355134,11,Female,860211-1107692,56.31801066011033
Student_956,162.2173591003159,5,Male,990917-1800781,87.81719955508574
Student_957,175.54697837510884,4,Male,810617-2800399,67.10818226786384
Student_958,163.4024400855769,6,Male,881108-2783363,78.56723659181496
Student_959,171.5805503884079,10,Male,940225-1151586,58.56300931311921
Student_960,170.95141211004244,1,Female,831007-2284064,66.65740968055599
Student_961,166.25124042279037,8,Male,920319-1063658,48.61501100018257
Student_962,155.71292938108178,1,Male,870424-2171874,69.5691852057636
Student_963,170.51647168935133,9,Female,890715-2701038,64.38382769154379
Student_964,188.50507570488122,11,Female,950211-2537180,52.239704262415515
Student_965,159.07751646160426,8,Male,910612-2887067,80.29983739094973
Student_966,158.94289458041646,12,Female,810914-1308996,53.22331907472247
Student_967,188.66772984958249,11,Female,940915-2791586,60.48011539217488
Student_968,150.8260564016884,9,Female,841207-2875926,52.389476061012545
Student_969,165.89953521850762,9,Male,960422-1500630,79.61493298445643
Student_970,179.60002550351413,4,Male,980428-1679116,69.53503472995845
Student_971,151.07690917826983,3,Male,830113-1680940,75.1640153632813
Student_972,150.72877233338676,6,Female,910313-2259489,66.41321191630844
Student_973,166.05807880074732,1,Male,930805-2333980,60.35979878031767
Student_974,180.23093216706613,3,Female,890319-2730050,50.13161774328758
Student_975,173.36856541092516,11,Female,970716-2113407,65.39668834583817
Student_976,161.491354587708,1,Male,930808-1480745,68.7176633271288
Student_977,169.3517512059107,4,Female,830426-2861041,88.57907462218112
Student_978,188.29845068031574,2,Female,900421-2030462,66.04487068722973
Student_979,150.22819506745256,1,Female,850113-1451743,75.80908884950199
Student_980,178.93271113237978,5,Male,920519-1389995,48.29254719729093
Student_981,166.9386773288452,9,Female,821127-2224039,55.89719382842674
Student_982,184.2138561157156,12,Male,840620-1927477,85.42515624134663
Student_983,181.76111928682215,12,Female,920208-1108242,52.368647920289625
Student_984,161.26641598711277,9,Female,941017-1275045,74.5898569413235
Student_985,186.5578736473733,3,Male,830303-1531464,49.251250305196315
Student_986,161.9366084967971,11,Male,951220-2674260,45.041982202097884
Student_987,182.75160976386906,10,Male,970825-2719084,64.76741017843948
Student_988,186.4030392453184,1,Male,961206-2997700,52.0725978249925
Student_989,160.07669750538236,5,Male,930215-1458878,62.83481006874443
Student_990,173.67708228143567,1,Female,820527-2687737,60.01021122936487
Student_991,158.9499362143563,11,Female,841102-2545815,60.941687404759804
Student_992,172.02497005315263,4,Male,940626-2732340,75.00188936523747
Student_993,165.3068208906823,6,Male,860207-1091587,63.282154171293676
Student_994,172.10030996088886,10,Male,940924-2482328,49.81831779463771
Student_995,160.60451015214278,7,Male,901008-2897407,71.51946432127207
Student_996,173.60225246893148,1,Female,830124-1427306,62.440162413342904
Student_997,162.38718934941303,11,Female,910423-2128022,65.73271919911825
Student_998,168.8037525726385,3,Female,900512-1567072,79.7986270725357
Student_999,181.1179129535558,5,Female,990224-2701464,52.848721981212144
Student_1000,177.82906208097657,9,Female,920414-2411654,51.90264184675297
